,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
4769,5030,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,neutral,509,7,8,23,"00:01:34,582","00:01:45,760"
4770,5031,This is a hospital.,Nurse,neutral,neutral,509,8,8,23,"00:01:43,758","00:01:45,760"
4771,5033,Y’know what?,Rachel,neutral,neutral,509,9,8,23,"0:01:45,969","0:01:46,861"
4772,5034,I’d have to say I really don’t care for your tone.,Rachel,anger,negative,509,10,8,23,"0:01:46,861","0:01:49,490"
4773,5035,And this is not the only hospital in this city and we have no problem to—Whoa!,Rachel,anger,negative,509,11,8,23,"00:01:49,597","00:01:55,478"
4774,5036,Oh gosh!,Rachel,surprise,negative,509,12,8,23,"00:01:54,000","00:01:55,478"
4775,5038,What-what?,Ross,surprise,negative,509,13,8,23,"0:01:55,645","0:01:57,407"
4776,5039,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,Rachel,surprise,negative,509,14,8,23,"0:01:57,407","0:01:57,545"
4777,5040,Would you like to see a semi-private room?,Nurse,neutral,neutral,509,15,8,23,"0:02:01,359","0:02:03,487"
4778,5041,"Yeah, it couldn’t hurt to look.",Rachel,neutral,neutral,509,16,8,23,"0:02:03,487","0:02:04,758"
4779,5042,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",Ross,neutral,neutral,510,0,1,14,"00:11:16,592","00:11:28,395"
4780,5043,That's funny. Who are they?,Kristin,joy,positive,510,1,1,14,"00:11:36,153","00:11:56,256"
4781,5044,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",Ross,neutral,neutral,510,2,1,14,"00:11:56,590","00:12:04,472"
4782,5045,You mean they're lovers.,Kristin,surprise,positive,510,3,1,14,"00:12:07,059","00:12:08,768"
4783,5046,If you wanna put a label on it.,Ross,neutral,neutral,510,4,1,14,"00:12:09,019","00:12:11,104"
4784,5047,"Wow, uh, anything else I should know?",Kristin,surprise,positive,510,5,1,14,"00:12:12,356","00:12:17,485"
4785,5048,"Oh God, Ross, I cannot do this.",Rachel,sadness,negative,511,0,1,19,"0:09:51,299","0:09:53,231"
4786,5049,"Okay, quick and painful.",Ross,neutral,neutral,511,1,1,19,"0:09:53,231","0:09:55,353"
4787,5050,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,negative,511,2,1,19,"00:10:04,228","00:10:10,150"
4788,5051,"Oh, what? What-what?",Ross,surprise,negative,511,3,1,19,"00:10:11,193","00:10:12,235"
4789,5052,Y'know Marcel?,Rachel,neutral,neutral,511,4,1,19,"00:10:15,114","00:10:16,990"
4790,5053,...Yeah?,Ross,neutral,neutral,511,5,1,19,"00:10:17,783","00:10:20,201"
4791,5054,"Well, I kind of... I kind of lost him.",Rachel,sadness,negative,511,6,1,19,"00:10:17,783","00:10:23,997"
4792,5055,Hi Pheebs!,Rachel,joy,positive,512,0,7,15,"0:09:39,620","0:09:39,912"
4793,5056,Hi!,Phoebe,joy,positive,512,1,7,15,"0:09:39,912","0:09:40,330"
4794,5057,How are ya?,Rachel,neutral,neutral,512,2,7,15,"0:09:40,330","0:09:41,462"
4795,5058,Good.,Phoebe,neutral,neutral,512,3,7,15,"0:09:41,462","0:09:41,782"
4796,5059,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",Rachel,neutral,neutral,512,4,7,15,"00:09:41,831","00:09:47,887"
4797,5060,Yeah.,Phoebe,neutral,neutral,512,5,7,15,"00:09:48,045","00:09:50,585"
4798,5061,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,neutral,512,6,7,15,"0:09:50,756","0:09:52,925"
4799,5062,Yeah!,Phoebe,joy,positive,512,7,7,15,"0:09:52,925","0:09:53,601"
4800,5063,And do you remember going into my purse and stealing the phone?!,Rachel,anger,negative,512,8,7,15,"00:09:53,718","00:09:58,138"
4801,5064,"Ooh, now you lost me.",Phoebe,fear,negative,512,9,7,15,"00:09:59,599","00:10:00,974"
4802,5065,You stole the phone!,Rachel,anger,negative,512,10,7,15,"0:10:01,142","0:10:02,853"
4803,5066,No I didn’t!,Phoebe,anger,negative,512,11,7,15,"0:10:02,853","0:10:03,669"
4804,5067,"No? So you’re saying that if I called it, it wouldn’t ring?",Rachel,anger,negative,512,12,7,15,"00:10:03,769","00:10:06,813"
4805,5068,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,negative,512,13,7,15,"00:10:06,981","00:10:13,194"
4806,5069,Phoebe!,Rachel,anger,negative,512,14,7,15,"00:10:18,075","00:10:20,076"
4807,5070,It’s not here.,Tag,neutral,neutral,513,0,7,12,"00:12:59,487","00:13:00,862"
4808,5071,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",Rachel,neutral,neutral,513,1,7,12,"00:13:02,114","00:13:12,999"
4809,5072,How could I have left them in the copy room?,Tag,neutral,neutral,513,2,7,12,"00:13:13,209","00:13:16,044"
4810,5073,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,Rachel,anger,negative,513,3,7,12,"00:13:16,253","00:13:26,054"
4811,5074,Fine.,Tag,anger,negative,513,4,7,12,"00:13:24,178","00:13:26,054"
4812,5076,How ya doin'? Welcome. Good to see ya!,Joey,joy,positive,514,0,5,4,"00:07:20,982","00:07:23,817"
4813,5077,This will be your phone.,Stage Director,neutral,neutral,514,1,5,4,"00:07:24,777","00:07:26,403"
4814,5078,"That's great. But uh, I'm not really expecting a lot of calls.",Joey,neutral,neutral,514,2,5,4,"00:07:30,283","00:07:34,870"
4815,5079,No you answer it and take pledges.,Stage Director,neutral,neutral,514,3,5,4,"00:07:35,371","00:07:37,539"
4816,5080,But I'm the host!,Joey,surprise,negative,514,4,5,4,"00:07:37,707","00:07:39,040"
4817,5081,"No, Gary Collins is the host. You'll be answering the phones.",Stage Director,neutral,neutral,514,5,5,4,"00:07:39,208","00:07:43,086"
4818,5082,"You don't seem to understand. See, I was Dr. Drake Remoray.",Joey,neutral,neutral,514,6,5,4,"00:07:44,297","00:07:48,425"
4819,5083,"Well, here's your phone doctor.",Stage Director,neutral,neutral,514,7,5,4,"00:07:48,593","00:07:51,136"
4820,5084,Hey guys.,Gunther,neutral,neutral,515,0,3,11,"00:05:59,525","00:06:00,609"
4821,5085,Hey Gunther. Hi.  I mean you’re going out on a date with the noisy guy upstairs?,Monica,surprise,negative,515,1,3,11,"00:05:59,525","00:06:04,696"
4822,5086,"Well, he’s very charming.",Phoebe,neutral,neutral,515,2,3,11,"00:06:04,864","00:06:08,367"
4823,5087,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",Monica,disgust,negative,515,3,3,11,"00:06:08,534","00:06:11,953"
4824,5088,"Well, you’re just gonna have to try.",Phoebe,neutral,neutral,515,4,3,11,"00:06:12,121","00:06:14,956"
4825,5089,"Joey, where are the",Monica,neutral,neutral,515,5,3,11,"00:06:15,375","00:06:18,126"
4826,5090,"I don’t know, Chandler is supposed to be passin’ ‘em around...",Joey,neutral,neutral,515,6,3,11,"00:06:18,294","00:06:21,296"
4827,5097,"Okay, ten blocks down. Five to go.",Chandler,anger,negative,516,0,8,10,"00:17:04,314","00:17:08,693"
4828,5098,Oh wait! Stop! Stop! Stop!,Monica,joy,positive,516,1,8,10,"0:17:08,861","0:17:13,741"
4829,5099,Oh I’m sorry! Do you need a break?,Chandler,surprise,negative,516,2,8,10,"0:17:13,741","0:17:13,884"
4830,5100,My boots in tan! Hey! Can you get a little closer so I can see the price?,Monica,joy,positive,516,3,8,10,"00:17:14,992","00:17:18,161"
4831,5101,I can see it from right here. It’ll cost you one husband.,Chandler,joy,positive,516,4,8,10,"00:17:18,328","00:17:22,832"
4832,5102,"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots.",Monica,sadness,negative,516,5,8,10,"00:17:23,000","00:17:34,510"
4833,5103,Come on more!,Phoebe,anger,negative,517,0,8,14,"0:21:50,640","0:21:52,042"
4834,5104,Oh God!,Monica,joy,positive,517,1,8,14,"0:21:52,042","0:21:53,009"
4835,5105,"Yeah, you like that don’t you?",Phoebe,neutral,neutral,517,2,8,14,"00:21:53,200","00:21:55,640"
4836,5106,Oh yeah right there!,Monica,joy,positive,517,3,8,14,"0:21:55,920","0:21:57,052"
4837,5107,You want it there? You take it there baby!,Phoebe,joy,positive,517,4,8,14,"0:21:57,052","0:22:00,294"
4838,5108,Uh Phoebe?,Monica,sadness,negative,517,5,8,14,"00:22:02,040","00:22:05,840"
4839,5109,"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",Phoebe,joy,positive,517,6,8,14,"00:22:02,040","00:22:22,160"
4840,5110,Happy?! Is that what I’m supposed to be Vic? Happy?,Kate,anger,negative,518,0,3,19,"00:19:15,821","00:19:19,866"
4841,5111,"Well, why don’t you tell me what you’re supposed to be!",Joey,anger,negative,518,1,3,19,"00:19:20,033","00:19:22,994"
4842,5112,Huh?,Joey,neutral,neutral,518,2,3,19,"00:19:22,000","00:19:22,994"
4843,5113,Because I sure as hell can’t figure it out!,Joey,anger,negative,518,3,3,19,"00:19:23,162","00:19:25,580"
4844,5114,I talk to you and it’s nothin’.,Joey,neutral,neutral,518,4,3,19,"00:19:25,747","00:19:28,207"
4845,5115,"You look at me, and nothin’.",Joey,neutral,neutral,518,5,3,19,"00:19:28,375","00:19:31,085"
4846,5116,Nothing.,Joey,neutral,neutral,518,6,3,19,"00:19:44,141","00:19:45,308"
4847,5117,"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",The Director,joy,positive,518,7,3,19,"00:19:47,477","00:19:58,946"
4848,5118,"Well, that was ah...",Kate,neutral,neutral,518,8,3,19,"00:20:01,283","00:20:03,618"
4849,5119,What?! What are you doing?!,Monica,surprise,negative,519,0,7,12,"00:15:11,452","00:15:14,162"
4850,5120,Do you know what just happened?,Chandler,anger,negative,519,1,7,12,"00:15:14,622","00:15:16,831"
4851,5121,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,neutral,519,2,7,12,"00:15:18,000","00:15:21,836"
4852,5122,No. We were in the middle of sex…and,Chandler,neutral,neutral,519,3,7,12,"00:15:23,797","00:15:27,258"
4853,5123,"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",Monica,joy,positive,519,4,7,12,"00:15:31,847","00:15:42,023"
4854,5124,"Don't worry, Chandler, it's not a globe of the United States.",Joey,neutral,neutral,520,0,7,8,"00:04:07,288","00:04:10,249"
4855,5125,Hey you guys I'm gonna go out and take a walk.,Phoebe,neutral,neutral,520,1,7,8,"00:04:17,966","00:04:20,592"
4856,5126,"Phoebe, why is your bag moving?",Ross,surprise,negative,520,2,7,8,"00:04:20,843","00:04:23,095"
4857,5127,"Oh, it's not!",Phoebe,neutral,neutral,520,3,7,8,"0:04:23,304","0:04:24,139"
4858,5128,"Seriously, it's moving!",Rachel,surprise,negative,520,4,7,8,"0:04:24,139","0:04:25,911"
4859,5129,What the hell is in there?,Joey,surprise,negative,520,5,7,8,"00:04:26,099","00:04:29,559"
4860,5130,It's just my knitting that's all!  Yes! I knit this. I'm very good.,Phoebe,neutral,neutral,520,6,7,8,"00:04:26,099","00:04:40,612"
4861,5131,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,Joey,neutral,neutral,521,0,3,7,"00:19:55,444","00:20:02,491"
4862,5132,"I had such an opportunity in the recent, present.",Joey,neutral,neutral,521,1,3,7,"00:20:03,202","00:20:06,954"
4863,5133,"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,negative,521,2,3,7,"00:20:08,957","00:20:18,633"
4864,5134,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,negative,521,3,3,7,"00:20:24,723","00:20:32,980"
4865,5135,"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",Joey,sadness,negative,521,4,3,7,"00:20:42,282","00:20:50,581"
4866,5136,"I’m sorry, I’m sorry, I’m sorry.",Joey,sadness,negative,521,5,3,7,"00:21:06,765","00:21:08,933"
4867,5137,Thank you.,Joey,neutral,neutral,521,6,3,7,"00:21:18,860","00:21:20,319"
4868,5138,Rach?,Phoebe,surprise,positive,522,0,7,18,"00:20:57,047","00:20:58,089"
4869,5139,I’ll be out in a second.,Rachel,neutral,neutral,522,1,7,18,"00:20:58,257","00:21:01,509"
4870,5140,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,Phoebe,joy,positive,522,2,7,18,"00:21:05,806","00:21:17,817"
4871,5141,"Honey, we have to go. Our reservations are at 8:00.",Rachel,neutral,neutral,522,3,7,18,"00:21:27,828","00:21:33,499"
4872,5142,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,Phoebe,neutral,neutral,522,4,7,18,"00:21:29,913","00:21:37,545"
4873,5143,"Okay honey, you can finish this later we’re gonna be late. We gotta go.",Rachel,neutral,neutral,522,5,7,18,"00:21:38,088","00:21:40,840"
4874,5144,"Please, don’t play the music. Just uh one more.",Phoebe,joy,positive,522,6,7,18,"00:21:41,008","00:21:43,342"
4875,5145,I can't believe you don't want to know.,Rachel,surprise,negative,523,0,1,12,"00:09:35,283","00:09:38,618"
4876,5146,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,positive,523,1,1,12,"0:09:38,786","0:09:42,298"
4877,5147,And Monica knows...,Monica,neutral,neutral,523,2,1,12,"0:09:42,298","0:09:42,435"
4878,5148,"Wha, heh, how could you know, I don't even know!",Ross,surprise,positive,523,3,1,12,"00:09:44,709","00:09:47,002"
4879,5149,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,neutral,523,4,1,12,"00:09:47,169","00:09:51,131"
4880,5150,So what's it gonna be?,Joey,joy,positive,523,5,1,12,"00:09:51,299","00:09:52,757"
4881,5151,"Wait—oh—hey—huh, oh great now he knows, and I don't know!",Ross,anger,negative,523,6,1,12,"00:09:54,969","00:09:57,804"
4882,5152,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,positive,523,7,1,12,"00:09:57,972","00:10:00,473"
4883,5153,Or an uncle...,Joey,neutral,neutral,523,8,1,12,"00:10:00,641","00:10:02,392"
4884,5154,Hey Phoebe!,Chandler,joy,positive,523,9,1,12,"0:10:07,398","0:10:08,370"
4885,5155,Hi Pheebs!,Ross,joy,positive,523,10,1,12,"0:10:08,370","0:10:08,454"
4886,5156,Pheebs!,Rachel,joy,positive,523,11,1,12,"0:10:08,454","0:10:09,653"
4887,5157,Fine!,Phoebe,anger,negative,523,12,1,12,"00:10:09,734","00:10:11,234"
4888,5158,"Phoebe, what's the matter?",Monica,neutral,neutral,523,13,1,12,"00:10:13,988","00:10:16,072"
4889,5159,"Nothing, I'm sorry, I'm just, I'm out of sorts.",Phoebe,sadness,negative,523,14,1,12,"00:10:16,240","00:10:23,872"
4890,5160,"Oh, right, that's me!",Rachel,surprise,positive,523,15,1,12,"00:10:22,038","00:10:23,872"
4891,5161,"Hey, Chandler, that table place closes at 7, come on.",Joey,neutral,neutral,523,16,1,12,"00:10:25,249","00:10:28,418"
4892,5162,Fine.,Chandler,neutral,neutral,523,17,1,12,"00:10:28,586","00:10:29,753"
4893,5163,"Phoebe, what is it?",Monica,neutral,neutral,523,18,1,12,"0:10:30,212","0:10:32,184"
4894,5164,"All right, you know Paolo?",Phoebe,neutral,neutral,523,19,1,12,"0:10:32,184","0:10:33,178"
4895,5165,"I'm familiar with his work, yes...",Ross,neutral,neutral,523,20,1,12,"00:10:34,383","00:10:38,053"
4896,5166,"Well, he made a move on me.",Phoebe,anger,negative,523,21,1,12,"00:10:39,263","00:10:40,513"
4897,5167,"Whoa, store will be open tomorrow!",Joey,surprise,positive,523,22,1,12,"0:10:40,681","0:10:42,225"
4898,5168,"More coffee over here, please!",Chandler,joy,positive,523,23,1,12,"0:10:42,225","0:10:43,830"
4899,5169,Hey.,Phoebe,neutral,neutral,524,0,3,10,"00:07:23,985","00:07:25,485"
4900,5170,"Hey. What, what are you doing here?",Joey,surprise,positive,524,1,3,10,"00:07:25,653","00:07:27,988"
4901,5171,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",Phoebe,sadness,negative,524,2,3,10,"00:07:28,156","00:07:34,578"
4902,5172,"Yeah,  oh, but oh...",Phoebe,neutral,neutral,524,3,3,10,"00:07:34,745","00:07:36,872"
4903,5173,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",Joey,neutral,neutral,524,4,3,10,"00:07:37,039","00:07:41,960"
4904,5174,Destiny.,Phoebe,neutral,neutral,524,5,3,10,"0:07:42,128","0:07:42,671"
4905,5175,Sure.,Joey,neutral,neutral,524,6,3,10,"0:07:42,671","0:07:43,047"
4906,5176,Yes.,Phoebe,neutral,neutral,524,7,3,10,"0:07:43,047","0:07:43,689"
4907,5177,All right.,Joey,neutral,neutral,524,8,3,10,"00:07:43,754","00:07:46,465"
4908,5178,Okay.  Yikes! That one doesn’t look very fulfilled.,Phoebe,surprise,negative,524,9,3,10,"00:07:46,966","00:07:49,968"
4909,5179,"Oh, that’s, that’s ah, one of the old ones, he’s just taking it to the back.",Joey,neutral,neutral,524,10,3,10,"00:07:50,136","00:07:53,388"
4910,5180,"You keep the old ones in the back, that is so ageist.",Phoebe,anger,negative,524,11,3,10,"00:07:53,556","00:07:58,393"
4911,5181,Well we have to make room for the fresh ones.,Joey,neutral,neutral,524,12,3,10,"0:07:59,437","0:08:01,329"
4912,5182,"So, what happens to the old guys?",Phoebe,sadness,negative,524,13,3,10,"0:08:01,329","0:08:03,875"
4913,5183,"Well, they go into the chipper.",Joey,neutral,neutral,524,14,3,10,"00:08:04,358","00:08:05,859"
4914,5184,"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",Phoebe,fear,negative,524,15,3,10,"00:08:07,361","00:08:14,868"
4915,5185,Hey! Hey!!,Joey,surprise,negative,524,16,3,10,"00:08:21,626","00:08:23,418"
4916,5186,Light still out?,Monica,neutral,neutral,525,0,1,4,"0:16:42,001","0:16:42,919"
4917,5187,Yeah.,Rachel,neutral,neutral,525,1,1,4,"0:16:42,919","0:16:43,981"
4918,5188,Oh. Maybe they're- napping.,Monica,neutral,neutral,525,2,1,4,"00:16:44,086","00:16:46,004"
4919,5189,"Oh please, they're having sex.",Rachel,sadness,negative,525,3,1,4,"00:16:46,171","00:16:48,965"
4920,5190,Shut up!,Monica and Phoebe,anger,negative,525,4,1,4,"00:16:49,133","00:16:50,633"
4921,5191,"So, whaddya think George is like?",Rachel,neutral,neutral,525,5,1,4,"00:16:55,931","00:16:59,267"
4922,5192,I think he's shy.,Monica,neutral,neutral,525,6,1,4,"0:16:59,435","0:17:00,478"
4923,5193,Yeah?,Phoebe,surprise,positive,525,7,1,4,"0:17:00,478","0:17:01,869"
4924,5194,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,Monica,neutral,neutral,525,8,1,4,"00:17:01,979","00:17:08,735"
4925,5195,"Hi! Hi, I’m Ross, you don’t know me, but I’m a big, big fan of yours. I mean,",Ross,joy,positive,526,0,3,5,"00:19:49,396","00:19:56,944"
4926,5196,Aren’t you with that girl over there?,Isabella,neutral,neutral,526,1,3,5,"00:20:11,793","00:20:14,086"
4927,5197,"Well, yeah, kinda.",Ross,neutral,neutral,526,2,3,5,"00:20:18,759","00:20:20,259"
4928,5198,"Um, but that’s okay, see we have an understanding, um, see we each have this list of five famous people,  so I’m allowed to sleep with you.",Ross,neutral,neutral,526,3,3,5,"00:20:20,427","00:20:28,351"
4929,5199,"No, no, no, it’s flattery.",Ross,joy,positive,526,4,3,5,"00:20:31,396","00:20:34,148"
4930,5201,"Oh no, no, no, wait, wait, Isabella.",Ross,joy,positive,526,5,3,5,"00:20:36,652","00:20:40,821"
